date,indicator_id,region,value,source_url
2020-10-01,ember-generation-cn,cn,633.08,https://ember-energy.org/data/monthly-electricity-data/
2020-11-01,ember-generation-cn,cn,663.91,https://ember-energy.org/data/monthly-electricity-data/
2020-12-01,ember-generation-cn,cn,751.11,https://ember-energy.org/data/monthly-electricity-data/
2021-01-01,ember-generation-cn,cn,645.54,https://ember-energy.org/data/monthly-electricity-data/
2021-02-01,ember-generation-cn,cn,645.32,https://ember-energy.org/data/monthly-electricity-data/
2021-03-01,ember-generation-cn,cn,683.69,https://ember-energy.org/data/monthly-electricity-data/
2021-04-01,ember-generation-cn,cn,650.63,https://ember-energy.org/data/monthly-electricity-data/
2021-05-01,ember-generation-cn,cn,679.3,https://ember-energy.org/data/monthly-electricity-data/
2021-06-01,ember-generation-cn,cn,713.68,https://ember-energy.org/data/monthly-electricity-data/
2021-07-01,ember-generation-cn,cn,786.15,https://ember-energy.org/data/monthly-electricity-data/
2021-08-01,ember-generation-cn,cn,765.91,https://ember-energy.org/data/monthly-electricity-data/
2021-09-01,ember-generation-cn,cn,699.93,https://ember-energy.org/data/monthly-electricity-data/
2021-10-01,ember-generation-cn,cn,666.96,https://ember-energy.org/data/monthly-electricity-data/
2021-11-01,ember-generation-cn,cn,680.77,https://ember-energy.org/data/monthly-electricity-data/
2021-12-01,ember-generation-cn,cn,749.06,https://ember-energy.org/data/monthly-electricity-data/
2022-01-01,ember-generation-cn,cn,681.49,https://ember-energy.org/data/monthly-electricity-data/
2022-02-01,ember-generation-cn,cn,680.7,https://ember-energy.org/data/monthly-electricity-data/
2022-03-01,ember-generation-cn,cn,696.82,https://ember-energy.org/data/monthly-electricity-data/
2022-04-01,ember-generation-cn,cn,640.36,https://ember-energy.org/data/monthly-electricity-data/
2022-05-01,ember-generation-cn,cn,673.69,https://ember-energy.org/data/monthly-electricity-data/
2022-06-01,ember-generation-cn,cn,740.77,https://ember-energy.org/data/monthly-electricity-data/
2022-07-01,ember-generation-cn,cn,837.2,https://ember-energy.org/data/monthly-electricity-data/
2022-08-01,ember-generation-cn,cn,855.83,https://ember-energy.org/data/monthly-electricity-data/
2022-09-01,ember-generation-cn,cn,712.3,https://ember-energy.org/data/monthly-electricity-data/
2022-10-01,ember-generation-cn,cn,690.36,https://ember-energy.org/data/monthly-electricity-data/
2022-11-01,ember-generation-cn,cn,692.35,https://ember-energy.org/data/monthly-electricity-data/
2022-12-01,ember-generation-cn,cn,786.43,https://ember-energy.org/data/monthly-electricity-data/
2023-01-01,ember-generation-cn,cn,703.99,https://ember-energy.org/data/monthly-electricity-data/
2023-02-01,ember-generation-cn,cn,702.74,https://ember-energy.org/data/monthly-electricity-data/
2023-03-01,ember-generation-cn,cn,747.91,https://ember-energy.org/data/monthly-electricity-data/
2023-04-01,ember-generation-cn,cn,692.67,https://ember-energy.org/data/monthly-electricity-data/
2023-05-01,ember-generation-cn,cn,727.5,https://ember-energy.org/data/monthly-electricity-data/
2023-06-01,ember-generation-cn,cn,778.9,https://ember-energy.org/data/monthly-electricity-data/
2023-07-01,ember-generation-cn,cn,888.0,https://ember-energy.org/data/monthly-electricity-data/
2023-08-01,ember-generation-cn,cn,885.69,https://ember-energy.org/data/monthly-electricity-data/
2023-09-01,ember-generation-cn,cn,783.88,https://ember-energy.org/data/monthly-electricity-data/
2023-10-01,ember-generation-cn,cn,746.53,https://ember-energy.org/data/monthly-electricity-data/
2023-11-01,ember-generation-cn,cn,775.48,https://ember-energy.org/data/monthly-electricity-data/
2023-12-01,ember-generation-cn,cn,869.01,https://ember-energy.org/data/monthly-electricity-data/
2024-01-01,ember-generation-cn,cn,779.63,https://ember-energy.org/data/monthly-electricity-data/
2024-02-01,ember-generation-cn,cn,776.14,https://ember-energy.org/data/monthly-electricity-data/
2024-03-01,ember-generation-cn,cn,790.94,https://ember-energy.org/data/monthly-electricity-data/
2024-04-01,ember-generation-cn,cn,736.53,https://ember-energy.org/data/monthly-electricity-data/
2024-05-01,ember-generation-cn,cn,773.14,https://ember-energy.org/data/monthly-electricity-data/
2024-06-01,ember-generation-cn,cn,822.32,https://ember-energy.org/data/monthly-electricity-data/
2024-07-01,ember-generation-cn,cn,939.67,https://ember-energy.org/data/monthly-electricity-data/
2024-08-01,ember-generation-cn,cn,965.66,https://ember-energy.org/data/monthly-electricity-data/
2024-09-01,ember-generation-cn,cn,852.0,https://ember-energy.org/data/monthly-electricity-data/
2024-10-01,ember-generation-cn,cn,779.84,https://ember-energy.org/data/monthly-electricity-data/
2024-11-01,ember-generation-cn,cn,792.66,https://ember-energy.org/data/monthly-electricity-data/
2024-12-01,ember-generation-cn,cn,892.52,https://ember-energy.org/data/monthly-electricity-data/
2025-01-01,ember-generation-cn,cn,789.21,https://ember-energy.org/data/monthly-electricity-data/
2025-02-01,ember-generation-cn,cn,787.49,https://ember-energy.org/data/monthly-electricity-data/
2025-03-01,ember-generation-cn,cn,832.44,https://ember-energy.org/data/monthly-electricity-data/
2025-04-01,ember-generation-cn,cn,774.79,https://ember-energy.org/data/monthly-electricity-data/
2025-05-01,ember-generation-cn,cn,809.04,https://ember-energy.org/data/monthly-electricity-data/
2025-06-01,ember-generation-cn,cn,872.28,https://ember-energy.org/data/monthly-electricity-data/
2025-07-01,ember-generation-cn,cn,1010.39,https://ember-energy.org/data/monthly-electricity-data/
2025-08-01,ember-generation-cn,cn,1014.72,https://ember-energy.org/data/monthly-electricity-data/
2025-09-01,ember-generation-cn,cn,892.96,https://ember-energy.org/data/monthly-electricity-data/
2025-10-01,ember-generation-cn,cn,856.78,https://ember-energy.org/data/monthly-electricity-data/
2025-11-01,ember-generation-cn,cn,838.8,https://ember-energy.org/data/monthly-electricity-data/
2025-12-01,ember-generation-cn,cn,914.97,https://ember-energy.org/data/monthly-electricity-data/
2026-01-01,ember-generation-cn,cn,838.66,https://ember-energy.org/data/monthly-electricity-data/
2026-02-01,ember-generation-cn,cn,834.44,https://ember-energy.org/data/monthly-electricity-data/
2026-03-01,ember-generation-cn,cn,856.11,https://ember-energy.org/data/monthly-electricity-data/
2026-04-01,ember-generation-cn,cn,825.36,https://ember-energy.org/data/monthly-electricity-data/
