国債金利情報 (令和8年6月),,,,,,,,,,,,,,,(単位 : %)
基準日,1年,2年,3年,4年,5年,6年,7年,8年,9年,10年,15年,20年,25年,30年,40年
R8.6.1,1.123,1.4,1.558,1.775,1.948,2.094,2.243,2.397,2.538,2.682,3.225,3.567,3.871,3.863,3.8
R8.6.2,1.114,1.38,1.522,1.722,1.889,2.019,2.157,2.31,2.447,2.577,3.141,3.493,3.801,3.81,3.742
R8.6.3,1.126,1.401,1.56,1.767,1.943,2.077,2.219,2.373,2.508,2.645,3.183,3.521,3.817,3.817,3.748
,,,,,,,,,,,,,,,
※最新のcsvデータがダウンロードできない場合、ご利用のブラウザにおいてキャッシュの削除を実施し再度ダウンロードください。,,,,,,,,,,,,,,,
